"fraction","season","year","month","weekday","hour","holiday","temperature","feelslike","windspeed","humidity","weather"
0,"spring",2011,"Jan","Tuesday",4,"No",5.74,9.09,6,63,"clear"
0,"spring",2011,"Jan","Tuesday",5,"No",4.92,7.575,7,68,"clear"
0,"spring",2011,"Jan","Tuesday",6,"No",4.92,7.575,7,74,"clear"
0.0212765957446809,"spring",2011,"Jan","Tuesday",7,"No",4.92,7.575,9,74,"clear"
0.0111731843575419,"spring",2011,"Jan","Tuesday",8,"No",5.74,7.575,11,69,"clear"
0.02,"spring",2011,"Jan","Tuesday",9,"No",6.56,7.575,15,64,"clear"
0.119047619047619,"spring",2011,"Jan","Tuesday",10,"No",6.56,6.82,22,69,"mist"
0.12280701754386,"spring",2011,"Jan","Tuesday",11,"No",9.02,10.605,20,51,"clear"
0.153846153846154,"spring",2011,"Jan","Tuesday",12,"No",9.02,11.365,11,51,"clear"
0.185567010309278,"spring",2011,"Jan","Tuesday",13,"No",9.84,11.365,13,56,"clear"
0.142857142857143,"spring",2011,"Jan","Tuesday",14,"No",10.66,12.88,15,52,"clear"
0.261538461538462,"spring",2011,"Jan","Tuesday",15,"No",11.48,13.635,17,52,"clear"
0.180722891566265,"spring",2011,"Jan","Tuesday",16,"No",12.3,14.395,17,49,"clear"
0.0471698113207547,"spring",2011,"Jan","Tuesday",17,"No",11.48,13.635,15,48,"clear"
0.0164835164835165,"spring",2011,"Jan","Tuesday",18,"No",10.66,12.88,13,48,"clear"
0.0178571428571429,"spring",2011,"Jan","Tuesday",19,"No",9.84,12.88,7,48,"clear"
0.0185185185185185,"spring",2011,"Jan","Tuesday",20,"No",9.84,12.88,7,48,"clear"
0,"spring",2011,"Jan","Tuesday",21,"No",9.02,13.635,0,64,"clear"
0.0285714285714286,"spring",2011,"Jan","Tuesday",22,"No",9.02,12.88,6,64,"clear"
0.181818181818182,"spring",2011,"Jan","Tuesday",23,"No",8.2,11.365,6,69,"clear"
0,"spring",2011,"Jan","Wednesday",0,"No",8.2,12.88,0,64,"clear"
0,"spring",2011,"Jan","Wednesday",1,"No",6.56,9.85,6,74,"clear"
0,"spring",2011,"Jan","Wednesday",2,"No",6.56,9.85,6,74,"clear"
0,"spring",2011,"Jan","Wednesday",4,"No",9.84,11.365,15,48,"clear"
0,"spring",2011,"Jan","Wednesday",5,"No",9.02,11.365,11,47,"clear"
0,"spring",2011,"Jan","Wednesday",6,"No",8.2,9.85,15,47,"clear"
0.0113636363636364,"spring",2011,"Jan","Wednesday",7,"No",7.38,9.09,13,43,"clear"
0.0153846153846154,"spring",2011,"Jan","Wednesday",8,"No",8.2,9.09,20,40,"clear"
0.0521739130434783,"spring",2011,"Jan","Wednesday",9,"No",9.02,9.85,22,37,"clear"
0.0701754385964912,"spring",2011,"Jan","Wednesday",10,"No",9.02,9.85,22,37,"clear"
0.260869565217391,"spring",2011,"Jan","Wednesday",11,"No",10.66,11.365,22,33,"clear"
0.0632911392405063,"spring",2011,"Jan","Wednesday",12,"No",10.66,11.365,22,33,"clear"
0.0845070422535211,"spring",2011,"Jan","Wednesday",13,"No",11.48,12.88,20,30,"clear"
0.161290322580645,"spring",2011,"Jan","Wednesday",14,"No",12.3,14.395,13,28,"clear"
0.112903225806452,"spring",2011,"Jan","Wednesday",15,"No",12.3,14.395,13,28,"clear"
0.0449438202247191,"spring",2011,"Jan","Wednesday",16,"No",12.3,15.91,6,28,"clear"
0.0210526315789474,"spring",2011,"Jan","Wednesday",17,"No",9.84,11.365,13,38,"clear"
0.0177514792899408,"spring",2011,"Jan","Wednesday",18,"No",9.84,12.12,9,38,"clear"
0.0378787878787879,"spring",2011,"Jan","Wednesday",19,"No",9.84,12.88,7,38,"clear"
0.0786516853932584,"spring",2011,"Jan","Wednesday",20,"No",9.02,11.365,11,47,"clear"
0.0697674418604651,"spring",2011,"Jan","Wednesday",21,"No",8.2,9.85,13,51,"clear"
0.0238095238095238,"spring",2011,"Jan","Wednesday",22,"No",7.38,9.85,9,55,"clear"
0.0526315789473684,"spring",2011,"Jan","Wednesday",23,"No",8.2,12.88,0,47,"clear"
0,"spring",2011,"Jan","Thursday",0,"No",7.38,12.12,0,55,"clear"
0,"spring",2011,"Jan","Thursday",1,"No",6.56,11.365,0,64,"clear"
0,"spring",2011,"Jan","Thursday",2,"No",6.56,11.365,0,64,"clear"
0,"spring",2011,"Jan","Thursday",4,"No",6.56,9.85,6,64,"mist"
0,"spring",2011,"Jan","Thursday",5,"No",5.74,9.09,6,69,"mist"
0,"spring",2011,"Jan","Thursday",6,"No",5.74,8.335,7,63,"mist"
0,"spring",2011,"Jan","Thursday",7,"No",6.56,11.365,0,59,"mist"
0.0136986301369863,"spring",2011,"Jan","Thursday",8,"No",6.56,11.365,0,59,"clear"
0.0491803278688525,"spring",2011,"Jan","Thursday",9,"No",7.38,12.12,0,51,"mist"
0.0666666666666667,"spring",2011,"Jan","Thursday",10,"No",8.2,12.88,0,47,"clear"
0.0338983050847458,"spring",2011,"Jan","Thursday",11,"No",9.02,12.88,6,44,"clear"
0.0714285714285714,"spring",2011,"Jan","Thursday",12,"No",10.66,14.395,0,35,"clear"
0.17910447761194,"spring",2011,"Jan","Thursday",13,"No",10.66,13.635,7,35,"clear"
0.157142857142857,"spring",2011,"Jan","Thursday",14,"No",11.48,13.635,11,36,"clear"
0.129032258064516,"spring",2011,"Jan","Thursday",15,"No",11.48,13.635,0,36,"clear"
0.13953488372093,"spring",2011,"Jan","Thursday",16,"No",10.66,12.88,11,38,"clear"
0.0523255813953488,"spring",2011,"Jan","Thursday",17,"No",9.02,11.365,11,51,"clear"
0.0306748466257669,"spring",2011,"Jan","Thursday",18,"No",9.02,11.365,9,51,"clear"
0.0267857142857143,"spring",2011,"Jan","Thursday",19,"No",9.02,12.88,6,55,"clear"
0.0434782608695652,"spring",2011,"Jan","Thursday",20,"No",8.2,10.605,11,51,"clear"
0,"spring",2011,"Jan","Thursday",21,"No",9.02,10.605,15,55,"mist"
0.0192307692307692,"spring",2011,"Jan","Thursday",22,"No",9.02,10.605,19,51,"mist"
0.173913043478261,"spring",2011,"Jan","Thursday",23,"No",8.2,9.85,13,59,"mist"
0.235294117647059,"spring",2011,"Jan","Friday",0,"No",8.2,9.85,13,64,"mist"
0.285714285714286,"spring",2011,"Jan","Friday",1,"No",8.2,9.85,15,69,"mist"
0,"spring",2011,"Jan","Friday",2,"No",8.2,9.85,15,69,"mist"
0,"spring",2011,"Jan","Friday",4,"No",8.2,10.605,9,69,"mist"
0,"spring",2011,"Jan","Friday",5,"No",9.02,13.635,0,55,"lightRainSnow"
0.235294117647059,"spring",2011,"Jan","Friday",6,"No",8.2,12.88,0,69,"mist"
0.0952380952380952,"spring",2011,"Jan","Friday",7,"No",8.2,10.605,9,69,"clear"
0.0952380952380952,"spring",2011,"Jan","Friday",8,"No",8.2,9.85,17,51,"clear"
0.0671641791044776,"spring",2011,"Jan","Friday",9,"No",8.2,9.09,20,47,"clear"
0.253968253968254,"spring",2011,"Jan","Friday",10,"No",9.02,9.85,22,37,"clear"
0.283582089552239,"spring",2011,"Jan","Friday",11,"No",8.2,9.85,15,40,"mist"
0.152542372881356,"spring",2011,"Jan","Friday",12,"No",8.2,9.85,17,37,"mist"
0.123287671232877,"spring",2011,"Jan","Friday",13,"No",8.2,9.09,19,37,"mist"
0.14,"spring",2011,"Jan","Friday",14,"No",8.2,9.85,17,40,"mist"
0.125,"spring",2011,"Jan","Friday",15,"No",8.2,10.605,11,37,"mist"
0.0574712643678161,"spring",2011,"Jan","Friday",16,"No",8.2,10.605,11,37,"mist"
0.0481283422459893,"spring",2011,"Jan","Friday",17,"No",8.2,12.88,0,37,"mist"
0.0569105691056911,"spring",2011,"Jan","Friday",18,"No",8.2,11.365,6,40,"clear"
0.0315789473684211,"spring",2011,"Jan","Friday",19,"No",6.56,9.85,6,55,"clear"
0.0196078431372549,"spring",2011,"Jan","Friday",20,"No",7.38,10.605,7,47,"clear"
0,"spring",2011,"Jan","Friday",21,"No",7.38,9.85,9,47,"clear"
0.0555555555555556,"spring",2011,"Jan","Friday",22,"No",7.38,9.85,11,43,"mist"
0.0666666666666667,"spring",2011,"Jan","Friday",23,"No",7.38,9.85,11,51,"mist"
0.04,"spring",2011,"Jan","Saturday",0,"No",7.38,9.85,11,51,"mist"
0.0625,"spring",2011,"Jan","Saturday",1,"No",7.38,10.605,6,55,"mist"
0.1875,"spring",2011,"Jan","Saturday",2,"No",7.38,12.12,0,55,"mist"
0,"spring",2011,"Jan","Saturday",3,"No",7.38,9.85,11,55,"lightRainSnow"
0,"spring",2011,"Jan","Saturday",4,"No",7.38,9.85,11,55,"lightRainSnow"
0,"spring",2011,"Jan","Saturday",5,"No",6.56,8.335,11,74,"mist"
0,"spring",2011,"Jan","Saturday",6,"No",6.56,8.335,11,74,"mist"
0.111111111111111,"spring",2011,"Jan","Saturday",7,"No",6.56,9.09,7,74,"mist"
0,"spring",2011,"Jan","Saturday",8,"No",6.56,9.09,7,93,"lightRainSnow"
0,"spring",2011,"Jan","Saturday",9,"No",6.56,9.09,7,93,"lightRainSnow"
0.0819672131147541,"spring",2011,"Jan","Saturday",10,"No",7.38,9.85,11,80,"mist"
0.032258064516129,"spring",2011,"Jan","Saturday",11,"No",8.2,9.09,26,69,"mist"
0.0816326530612245,"spring",2011,"Jan","Saturday",12,"No",8.2,9.09,24,59,"mist"
0.0686274509803922,"spring",2011,"Jan","Saturday",13,"No",8.2,9.09,22,44,"clear"
0.126315789473684,"spring",2011,"Jan","Saturday",14,"No",8.2,8.335,33,32,"clear"
0.0675675675675676,"spring",2011,"Jan","Saturday",15,"No",8.2,8.335,30,32,"clear"
0.105263157894737,"spring",2011,"Jan","Saturday",16,"No",7.38,6.82,30,29,"clear"
0.072463768115942,"spring",2011,"Jan","Saturday",17,"No",6.56,6.06,37,37,"clear"
0.0545454545454545,"spring",2011,"Jan","Saturday",18,"No",5.74,6.06,20,39,"clear"
0.133333333333333,"spring",2011,"Jan","Saturday",19,"No",5.74,6.06,17,36,"clear"
0,"spring",2011,"Jan","Saturday",20,"No",4.92,6.06,17,36,"clear"
0.0540540540540541,"spring",2011,"Jan","Saturday",21,"No",4.92,5.305,24,39,"clear"
0.0294117647058824,"spring",2011,"Jan","Saturday",22,"No",4.92,5.305,26,36,"clear"
0,"spring",2011,"Jan","Saturday",23,"No",4.1,3.03,30,39,"clear"
0.04,"spring",2011,"Jan","Sunday",0,"No",4.1,3.79,26,42,"clear"
0,"spring",2011,"Jan","Sunday",1,"No",4.1,3.03,31,42,"clear"
0,"spring",2011,"Jan","Sunday",2,"No",4.1,3.03,31,46,"clear"
0,"spring",2011,"Jan","Sunday",3,"No",4.1,3.79,28,46,"clear"
0,"spring",2011,"Jan","Sunday",4,"No",3.28,4.545,13,53,"clear"
0,"spring",2011,"Jan","Sunday",5,"No",3.28,4.545,13,53,"clear"
0,"spring",2011,"Jan","Sunday",6,"No",4.1,4.545,19,49,"clear"
0.166666666666667,"spring",2011,"Jan","Sunday",7,"No",3.28,4.545,13,53,"clear"
0,"spring",2011,"Jan","Sunday",8,"No",4.1,4.545,19,49,"clear"
0,"spring",2011,"Jan","Sunday",9,"No",4.92,3.79,35,46,"clear"
0,"spring",2011,"Jan","Sunday",10,"No",5.74,5.305,26,43,"clear"
0.0408163265306122,"spring",2011,"Jan","Sunday",11,"No",6.56,6.06,35,40,"clear"
0.0481927710843374,"spring",2011,"Jan","Sunday",12,"No",7.38,6.82,30,37,"clear"
0.08,"spring",2011,"Jan","Sunday",13,"No",8.2,8.335,30,34,"clear"
0.111111111111111,"spring",2011,"Jan","Sunday",14,"No",9.02,9.09,31,32,"clear"
0.0609756097560976,"spring",2011,"Jan","Sunday",15,"No",9.02,9.85,24,35,"clear"
0.141304347826087,"spring",2011,"Jan","Sunday",16,"No",8.2,8.335,30,34,"clear"
0.0483870967741935,"spring",2011,"Jan","Sunday",17,"No",7.38,7.575,26,37,"clear"
0.0833333333333333,"spring",2011,"Jan","Sunday",18,"No",6.56,6.82,22,40,"clear"
0.024390243902439,"spring",2011,"Jan","Sunday",19,"No",6.56,6.82,22,43,"clear"
0,"spring",2011,"Jan","Sunday",20,"No",5.74,6.06,17,46,"clear"
0.05,"spring",2011,"Jan","Sunday",21,"No",5.74,5.305,28,46,"clear"
0.333333333333333,"spring",2011,"Jan","Sunday",22,"No",5.74,6.06,20,46,"clear"
0,"spring",2011,"Jan","Sunday",23,"No",4.92,6.82,13,50,"clear"
0.4,"spring",2011,"Jan","Monday",0,"No",4.92,6.06,19,50,"clear"
1,"spring",2011,"Jan","Monday",1,"No",4.92,6.06,19,50,"clear"
0,"spring",2011,"Jan","Monday",2,"No",4.92,6.06,15,50,"clear"
0,"spring",2011,"Jan","Monday",3,"No",4.92,6.06,15,50,"clear"
0.333333333333333,"spring",2011,"Jan","Monday",4,"No",4.1,6.06,9,54,"clear"
0,"spring",2011,"Jan","Monday",5,"No",4.1,5.305,17,54,"clear"
0,"spring",2011,"Jan","Monday",6,"No",4.92,6.06,19,50,"clear"
0.025974025974026,"spring",2011,"Jan","Monday",7,"No",4.92,6.06,15,50,"clear"
0.0212765957446809,"spring",2011,"Jan","Monday",8,"No",4.92,6.06,19,50,"mist"
0.0212765957446809,"spring",2011,"Jan","Monday",9,"No",5.74,6.06,17,50,"mist"
0,"spring",2011,"Jan","Monday",10,"No",5.74,6.06,20,50,"mist"
0.0666666666666667,"spring",2011,"Jan","Monday",11,"No",6.56,6.82,19,47,"mist"
0.0961538461538462,"spring",2011,"Jan","Monday",12,"No",8.2,9.09,19,40,"mist"
0.0740740740740741,"spring",2011,"Jan","Monday",13,"No",8.2,9.09,19,40,"mist"
0,"spring",2011,"Jan","Monday",14,"No",8.2,9.85,15,40,"mist"
0.0444444444444444,"spring",2011,"Jan","Monday",15,"No",8.2,9.85,15,40,"mist"
0.0540540540540541,"spring",2011,"Jan","Monday",16,"No",8.2,10.605,9,40,"clear"
0.0224719101123595,"spring",2011,"Jan","Monday",17,"No",8.2,11.365,7,40,"clear"
0.00645161290322581,"spring",2011,"Jan","Monday",18,"No",8.2,9.85,15,40,"clear"
0.0315789473684211,"spring",2011,"Jan","Monday",19,"No",6.56,8.335,11,47,"clear"
0.0135135135135135,"spring",2011,"Jan","Monday",20,"No",6.56,8.335,11,50,"clear"
0.0263157894736842,"spring",2011,"Jan","Monday",21,"No",5.74,6.82,13,59,"clear"
0.0833333333333333,"spring",2011,"Jan","Monday",22,"No",5.74,7.575,11,59,"clear"
0,"spring",2011,"Jan","Monday",23,"No",5.74,7.575,11,59,"clear"
0.166666666666667,"spring",2011,"Jan","Tuesday",0,"No",5.74,8.335,7,59,"clear"
0,"spring",2011,"Jan","Tuesday",1,"No",5.74,7.575,11,59,"clear"
0,"spring",2011,"Jan","Tuesday",2,"No",6.56,7.575,13,55,"mist"
0,"spring",2011,"Jan","Tuesday",5,"No",6.56,9.09,9,55,"mist"
0,"spring",2011,"Jan","Tuesday",6,"No",6.56,9.09,9,55,"mist"
0.0202020202020202,"spring",2011,"Jan","Tuesday",7,"No",6.56,11.365,0,55,"mist"
0.0138248847926267,"spring",2011,"Jan","Tuesday",8,"No",7.38,10.605,6,51,"mist"
0.0230769230769231,"spring",2011,"Jan","Tuesday",9,"No",7.38,9.85,11,51,"mist"
0.0555555555555556,"spring",2011,"Jan","Tuesday",10,"No",8.2,10.605,11,51,"mist"
0.114285714285714,"spring",2011,"Jan","Tuesday",11,"No",8.2,10.605,9,47,"mist"
0.0350877192982456,"spring",2011,"Jan","Tuesday",12,"No",8.2,11.365,7,51,"mist"
0.115384615384615,"spring",2011,"Jan","Tuesday",13,"No",8.2,11.365,6,59,"mist"
0.0476190476190476,"spring",2011,"Jan","Tuesday",14,"No",8.2,11.365,6,59,"mist"
0.0425531914893617,"spring",2011,"Jan","Tuesday",15,"No",6.56,9.85,6,80,"mist"
0.0526315789473684,"spring",2011,"Jan","Tuesday",16,"No",6.56,7.575,15,86,"mist"
0.0441176470588235,"spring",2011,"Jan","Tuesday",17,"No",6.56,7.575,15,86,"mist"
0.0105263157894737,"spring",2011,"Jan","Tuesday",18,"No",6.56,9.09,7,93,"lightRainSnow"
0,"spring",2011,"Jan","Tuesday",19,"No",6.56,11.365,0,93,"lightRainSnow"
0,"spring",2011,"Jan","Tuesday",20,"No",6.56,7.575,13,93,"lightRainSnow"
0,"spring",2011,"Jan","Tuesday",21,"No",6.56,9.85,6,86,"lightRainSnow"
0.0344827586206897,"spring",2011,"Jan","Tuesday",22,"No",6.56,9.09,7,93,"lightRainSnow"
0.0526315789473684,"spring",2011,"Jan","Tuesday",23,"No",6.56,9.85,6,93,"lightRainSnow"
0,"spring",2011,"Jan","Wednesday",0,"No",6.56,9.85,6,86,"mist"
0,"spring",2011,"Jan","Wednesday",1,"No",6.56,9.09,7,86,"mist"
0,"spring",2011,"Jan","Wednesday",2,"No",5.74,7.575,9,86,"clear"
0,"spring",2011,"Jan","Wednesday",5,"No",5.74,7.575,11,86,"clear"
0,"spring",2011,"Jan","Wednesday",6,"No",4.92,7.575,9,93,"clear"
0,"spring",2011,"Jan","Wednesday",7,"No",5.74,7.575,9,69,"clear"
0.0234375,"spring",2011,"Jan","Wednesday",8,"No",6.56,8.335,11,59,"clear"
0.037037037037037,"spring",2011,"Jan","Wednesday",9,"No",6.56,6.82,22,59,"clear"
0,"spring",2011,"Jan","Wednesday",10,"No",7.38,9.09,15,55,"clear"
0.0857142857142857,"spring",2011,"Jan","Wednesday",11,"No",8.2,9.09,26,51,"clear"
0.0545454545454545,"spring",2011,"Jan","Wednesday",12,"No",8.2,7.575,39,47,"clear"
0,"spring",2011,"Jan","Wednesday",13,"No",9.02,9.85,24,44,"clear"
0,"spring",2011,"Jan","Wednesday",14,"No",8.2,9.09,22,47,"clear"
0.0204081632653061,"spring",2011,"Jan","Wednesday",15,"No",8.2,8.335,28,47,"clear"
0.0735294117647059,"spring",2011,"Jan","Wednesday",16,"No",9.02,9.85,22,44,"clear"
0,"spring",2011,"Jan","Wednesday",17,"No",8.2,9.09,24,47,"clear"
0.0145985401459854,"spring",2011,"Jan","Wednesday",18,"No",8.2,7.575,35,47,"clear"
0.0120481927710843,"spring",2011,"Jan","Wednesday",19,"No",7.38,7.575,28,47,"clear"
0.0357142857142857,"spring",2011,"Jan","Wednesday",20,"No",6.56,6.82,22,50,"clear"
0,"spring",2011,"Jan","Wednesday",21,"No",6.56,6.82,22,55,"clear"
0.0303030303030303,"spring",2011,"Jan","Wednesday",22,"No",6.56,6.06,30,55,"clear"
0.05,"spring",2011,"Jan","Wednesday",23,"No",5.74,5.305,28,59,"clear"
0.142857142857143,"spring",2011,"Jan","Thursday",0,"No",5.74,6.06,19,59,"clear"
0,"spring",2011,"Jan","Thursday",1,"No",5.74,6.06,19,50,"clear"
0,"spring",2011,"Jan","Thursday",2,"No",5.74,6.06,24,50,"clear"
0,"spring",2011,"Jan","Thursday",3,"No",5.74,6.06,22,50,"clear"
0,"spring",2011,"Jan","Thursday",4,"No",5.74,6.06,17,50,"clear"
0,"spring",2011,"Jan","Thursday",5,"No",5.74,6.06,20,50,"clear"
0,"spring",2011,"Jan","Thursday",6,"No",4.92,7.575,9,54,"clear"
0,"spring",2011,"Jan","Thursday",7,"No",4.92,7.575,9,54,"clear"
0.0247524752475248,"spring",2011,"Jan","Thursday",8,"No",5.74,6.82,13,50,"clear"
0.0143884892086331,"spring",2011,"Jan","Thursday",9,"No",5.74,6.06,22,50,"clear"
0.0526315789473684,"spring",2011,"Jan","Thursday",10,"No",6.56,6.82,24,50,"mist"
0.108108108108108,"spring",2011,"Jan","Thursday",11,"No",8.2,8.335,30,44,"mist"
0.0576923076923077,"spring",2011,"Jan","Thursday",12,"No",8.2,8.335,28,44,"clear"
0.0240963855421687,"spring",2011,"Jan","Thursday",13,"No",9.02,9.85,30,41,"clear"
0.0714285714285714,"spring",2011,"Jan","Thursday",14,"No",9.02,9.85,26,41,"clear"
0.0833333333333333,"spring",2011,"Jan","Thursday",15,"No",9.84,10.605,20,38,"clear"
0.0256410256410256,"spring",2011,"Jan","Thursday",16,"No",9.84,10.605,24,38,"clear"
0.0246913580246914,"spring",2011,"Jan","Thursday",17,"No",8.2,9.09,19,40,"clear"
0.0208333333333333,"spring",2011,"Jan","Thursday",18,"No",8.2,9.09,22,40,"clear"
0.0101010101010101,"spring",2011,"Jan","Thursday",19,"No",6.56,7.575,17,47,"clear"
0,"spring",2011,"Jan","Thursday",20,"No",6.56,7.575,15,47,"clear"
0,"spring",2011,"Jan","Thursday",21,"No",5.74,6.06,20,46,"clear"
0,"spring",2011,"Jan","Thursday",22,"No",5.74,6.06,22,46,"clear"
0.0666666666666667,"spring",2011,"Jan","Thursday",23,"No",4.92,6.82,13,50,"clear"
0,"spring",2011,"Jan","Friday",0,"No",4.92,6.82,13,50,"clear"
0,"spring",2011,"Jan","Friday",1,"No",4.1,6.06,11,54,"clear"
0,"spring",2011,"Jan","Friday",2,"No",4.1,6.06,9,54,"clear"
0,"spring",2011,"Jan","Friday",3,"No",4.1,6.82,7,54,"clear"
